Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Online Brite Creations,Retail Brite Creations
mezlanphoenix,Phoenix,Size,12,Color,Camel,,,mezlanphoenix-camel-12,,,1,0
mezlanphoenix,Phoenix,Size,12,Color,Blue,,,mezlanphoenix-blue-12,,,1,0
mezlanphoenix,Phoenix,Size,12,Color,Black,,,mezlanphoenix-black-12,,,1,0
mezlanphoenix,Phoenix,Size,11.5,Color,Olive,,,mezlanphoenix-olive-11.5,,,1,0
mezlanphoenix,Phoenix,Size,11.5,Color,Grey,,,mezlanphoenix-grey-11.5,,,1,0
mezlanphoenix,Phoenix,Size,11.5,Color,Camel,,,mezlanphoenix-camel-11.5,,,1,0
mezlanphoenix,Phoenix,Size,11.5,Color,Blue,,,mezlanphoenix-blue-11.5,,,1,0
mezlanphoenix,Phoenix,Size,11.5,Color,Black,,,mezlanphoenix-black-11.5,,,1,0
mezlanphoenix,Phoenix,Size,11,Color,Olive,,,mezlanphoenix-olive-11,,,1,0
mezlanphoenix,Phoenix,Size,11,Color,Grey,,,mezlanphoenix-grey-11,,,1,0
mezlanphoenix,Phoenix,Size,11,Color,Camel,,,mezlanphoenix-camel-11,,,1,0
mezlanphoenix,Phoenix,Size,11,Color,Blue,,,mezlanphoenix-blue-11,,,1,0
mezlanphoenix,Phoenix,Size,11,Color,Black,,,mezlanphoenix-black-11,,,1,0
mezlanphoenix,Phoenix,Size,10.5,Color,Olive,,,mezlanphoenix-olive-10.5,,,1,0
mezlanphoenix,Phoenix,Size,10.5,Color,Grey,,,mezlanphoenix-grey-10.5,,,1,0
mezlanphoenix,Phoenix,Size,10.5,Color,Camel,,,mezlanphoenix-camel-10.5,,,1,0
mezlanphoenix,Phoenix,Size,10.5,Color,Blue,,,mezlanphoenix-blue-10.5,,,1,0
mezlanphoenix,Phoenix,Size,10.5,Color,Black,,,mezlanphoenix-black-10.5,,,1,0
mezlanphoenix,Phoenix,Size,10,Color,Olive,,,mezlanphoenix-olive-10,,,1,0
mezlanphoenix,Phoenix,Size,10,Color,Grey,,,mezlanphoenix-grey-10,,,1,0
mezlanphoenix,Phoenix,Size,10,Color,Camel,,,mezlanphoenix-camel-10,,,1,0
mezlanphoenix,Phoenix,Size,10,Color,Blue,,,mezlanphoenix-blue-10,,,1,0
mezlanphoenix,Phoenix,Size,10,Color,Black,,,mezlanphoenix-black-10,,,1,0
mezlanphoenix,Phoenix,Size,9.5,Color,Olive,,,mezlanphoenix-olive-9.5,,,1,0
mezlanphoenix,Phoenix,Size,9.5,Color,Grey,,,mezlanphoenix-grey-9.5,,,1,0
mezlanphoenix,Phoenix,Size,9.5,Color,Camel,,,mezlanphoenix-camel-9.5,,,1,0
mezlanphoenix,Phoenix,Size,9.5,Color,Blue,,,mezlanphoenix-blue-9.5,,,1,0
mezlanphoenix,Phoenix,Size,9.5,Color,Black,,,mezlanphoenix-black-9.5,,,1,0
mezlanphoenix,Phoenix,Size,9,Color,Olive,,,mezlanphoenix-olive-9,,,1,0
mezlanphoenix,Phoenix,Size,9,Color,Grey,,,mezlanphoenix-grey-9,,,1,0
mezlanphoenix,Phoenix,Size,9,Color,Camel,,,mezlanphoenix-camel-9,,,1,0
mezlanphoenix,Phoenix,Size,9,Color,Blue,,,mezlanphoenix-blue-9,,,1,0
mezlanphoenix,Phoenix,Size,9,Color,Black,,,mezlanphoenix-black-9,,,1,0
mezlanphoenix,Phoenix,Size,8.5,Color,Olive,,,mezlanphoenix-olive-8.5,,,1,0
mezlanphoenix,Phoenix,Size,8.5,Color,Grey,,,mezlanphoenix-grey-8.5,,,1,0
mezlanphoenix,Phoenix,Size,8.5,Color,Camel,,,mezlanphoenix-camel-8.5,,,1,0
mezlanphoenix,Phoenix,Size,8.5,Color,Blue,,,mezlanphoenix-blue-8.5,,,1,0
mezlanphoenix,Phoenix,Size,8.5,Color,Black,,,mezlanphoenix-black-8.5,,,1,0
mezlanphoenix,Phoenix,Size,8,Color,Olive,,,mezlanphoenix-olive-8,,,1,0
mezlanphoenix,Phoenix,Size,8,Color,Grey,,,mezlanphoenix-grey-8,,,1,0
mezlanphoenix,Phoenix,Size,8,Color,Camel,,,mezlanphoenix-camel-8,,,1,0
mezlanphoenix,Phoenix,Size,8,Color,Blue,,,mezlanphoenix-blue-8,,,1,0
mezlanphoenix,Phoenix,Size,8,Color,Black,,,mezlanphoenix-black-8,,,1,0
mezlancapizzi,Capizzi,Size,13,Color,Black,,,mezlancapizzi-black-13,,,1,0
mezlancapizzi,Capizzi,Size,12,Color,Black,,,mezlancapizzi-black-12,,,1,0
mezlancapizzi,Capizzi,Size,11.5,Color,Black,,,mezlancapizzi-black-11.5,,,1,0
mezlancapizzi,Capizzi,Size,11,Color,Black,,,mezlancapizzi-black-11,,,1,0
mezlancapizzi,Capizzi,Size,10.5,Color,Black,,,mezlancapizzi-black-10.5,,,1,0
mezlancapizzi,Capizzi,Size,10,Color,Black,,,mezlancapizzi-black-10,,,1,0
mezlancapizzi,Capizzi,Size,9.5,Color,Black,,,mezlancapizzi-black-9.5,,,1,0
mezlancapizzi,Capizzi,Size,9,Color,Black,,,mezlancapizzi-black-9,,,1,0
mezlancapizzi,Capizzi,Size,8.5,Color,Black,,,mezlancapizzi-black-8.5,,,1,0
mezlancapizzi,Capizzi,Size,8,Color,Black,,,mezlancapizzi-black-8,,,1,0
mezlancapizzi,Capizzi,Size,7.5,Color,Black,,,mezlancapizzi-black-7.5,,,1,0
mezlanpostdam,Postdam,Size,15,Color,Grey,,,mezlanpostdam-grey-15,,,1,0
mezlanpostdam,Postdam,Size,15,Color,Burgundy,,,mezlanpostdam-burgundy-15,,,1,0
mezlanpostdam,Postdam,Size,15,Color,Brown,,,mezlanpostdam-brown-15,,,1,0
mezlanpostdam,Postdam,Size,15,Color,Blue,,,mezlanpostdam-blue-15,,,1,0
mezlanpostdam,Postdam,Size,15,Color,Black,,,mezlanpostdam-black-15,,,1,0
mezlanpostdam,Postdam,Size,14,Color,Grey,,,mezlanpostdam-grey-14,,,1,0
mezlanpostdam,Postdam,Size,14,Color,Burgundy,,,mezlanpostdam-burgundy-14,,,1,0
mezlanpostdam,Postdam,Size,14,Color,Brown,,,mezlanpostdam-brown-14,,,1,0
mezlanpostdam,Postdam,Size,14,Color,Blue,,,mezlanpostdam-blue-14,,,1,0
mezlanpostdam,Postdam,Size,14,Color,Black,,,mezlanpostdam-black-14,,,1,0
mezlanpostdam,Postdam,Size,13,Color,Grey,,,mezlanpostdam-grey-13,,,1,0
mezlanpostdam,Postdam,Size,13,Color,Burgundy,,,mezlanpostdam-burgundy-13,,,1,0
mezlanpostdam,Postdam,Size,13,Color,Brown,,,mezlanpostdam-brown-13,,,1,0
mezlanpostdam,Postdam,Size,13,Color,Blue,,,mezlanpostdam-blue-13,,,1,0
mezlanpostdam,Postdam,Size,13,Color,Black,,,mezlanpostdam-black-13,,,1,0
mezlanpostdam,Postdam,Size,12,Color,Grey,,,mezlanpostdam-grey-12,,,1,0
mezlanpostdam,Postdam,Size,12,Color,Burgundy,,,mezlanpostdam-burgundy-12,,,1,0
mezlanpostdam,Postdam,Size,12,Color,Brown,,,mezlanpostdam-brown-12,,,1,0
mezlanpostdam,Postdam,Size,12,Color,Blue,,,mezlanpostdam-blue-12,,,1,0
mezlanpostdam,Postdam,Size,12,Color,Black,,,mezlanpostdam-black-12,,,1,0
mezlanpostdam,Postdam,Size,11.5,Color,Grey,,,mezlanpostdam-grey-11.5,,,1,0
mezlanpostdam,Postdam,Size,11.5,Color,Burgundy,,,mezlanpostdam-burgundy-11.5,,,1,0
mezlanpostdam,Postdam,Size,11.5,Color,Brown,,,mezlanpostdam-brown-11.5,,,1,0
mezlanpostdam,Postdam,Size,11.5,Color,Blue,,,mezlanpostdam-blue-11.5,,,1,0
mezlanpostdam,Postdam,Size,11.5,Color,Black,,,mezlanpostdam-black-11.5,,,1,0
mezlanpostdam,Postdam,Size,11,Color,Grey,,,mezlanpostdam-grey-11,,,1,0
mezlanpostdam,Postdam,Size,11,Color,Burgundy,,,mezlanpostdam-burgundy-11,,,1,0
mezlanpostdam,Postdam,Size,11,Color,Brown,,,mezlanpostdam-brown-11,,,1,0
mezlanpostdam,Postdam,Size,11,Color,Blue,,,mezlanpostdam-blue-11,,,1,0
mezlanpostdam,Postdam,Size,11,Color,Black,,,mezlanpostdam-black-11,,,1,0
mezlanpostdam,Postdam,Size,10.5,Color,Grey,,,mezlanpostdam-grey-10.5,,,1,0
mezlanpostdam,Postdam,Size,10.5,Color,Burgundy,,,mezlanpostdam-burgundy-10.5,,,1,0
mezlanpostdam,Postdam,Size,10.5,Color,Brown,,,mezlanpostdam-brown-10.5,,,1,0
mezlanpostdam,Postdam,Size,10.5,Color,Blue,,,mezlanpostdam-blue-10.5,,,1,0
mezlanpostdam,Postdam,Size,10.5,Color,Black,,,mezlanpostdam-black-10.5,,,1,0
mezlanpostdam,Postdam,Size,10,Color,Grey,,,mezlanpostdam-grey-10,,,1,0
mezlanpostdam,Postdam,Size,10,Color,Burgundy,,,mezlanpostdam-burgundy-10,,,1,0
mezlanpostdam,Postdam,Size,10,Color,Brown,,,mezlanpostdam-brown-10,,,1,0
mezlanpostdam,Postdam,Size,10,Color,Blue,,,mezlanpostdam-blue-10,,,1,0
mezlanpostdam,Postdam,Size,10,Color,Black,,,mezlanpostdam-black-10,,,1,0
mezlanpostdam,Postdam,Size,9.5,Color,Grey,,,mezlanpostdam-grey-9.5,,,1,0
mezlanpostdam,Postdam,Size,9.5,Color,Burgundy,,,mezlanpostdam-burgundy-9.5,,,1,0
mezlanpostdam,Postdam,Size,9.5,Color,Brown,,,mezlanpostdam-brown-9.5,,,1,0
mezlanpostdam,Postdam,Size,9.5,Color,Blue,,,mezlanpostdam-blue-9.5,,,1,0
mezlanpostdam,Postdam,Size,9.5,Color,Black,,,mezlanpostdam-black-9.5,,,1,0
mezlanpostdam,Postdam,Size,9,Color,Grey,,,mezlanpostdam-grey-9,,,1,0
mezlanpostdam,Postdam,Size,9,Color,Burgundy,,,mezlanpostdam-burgundy-9,,,1,0
mezlanpostdam,Postdam,Size,9,Color,Brown,,,mezlanpostdam-brown-9,,,1,0
mezlanpostdam,Postdam,Size,9,Color,Blue,,,mezlanpostdam-blue-9,,,1,0
mezlanpostdam,Postdam,Size,9,Color,Black,,,mezlanpostdam-black-9,,,1,0
mezlanpostdam,Postdam,Size,8.5,Color,Grey,,,mezlanpostdam-grey-8.5,,,1,0
mezlanpostdam,Postdam,Size,8.5,Color,Burgundy,,,mezlanpostdam-burgundy-8.5,,,1,0
mezlanpostdam,Postdam,Size,8.5,Color,Brown,,,mezlanpostdam-brown-8.5,,,1,0
mezlanpostdam,Postdam,Size,8.5,Color,Blue,,,mezlanpostdam-blue-8.5,,,1,0
mezlanpostdam,Postdam,Size,8.5,Color,Black,,,mezlanpostdam-black-8.5,,,1,0
mezlanpostdam,Postdam,Size,8,Color,Grey,,,mezlanpostdam-grey-8,,,1,0
mezlanpostdam,Postdam,Size,8,Color,Burgundy,,,mezlanpostdam-burgundy-8,,,1,0
mezlanpostdam,Postdam,Size,8,Color,Brown,,,mezlanpostdam-brown-8,,,1,0
mezlanpostdam,Postdam,Size,8,Color,Blue,,,mezlanpostdam-blue-8,,,1,0
mezlanpostdam,Postdam,Size,8,Color,Black,,,mezlanpostdam-black-8,,,1,0
mezlanbrandt,Brandt,Size,13,Color,Cognac,,,mezlanbrandt-cognac-13,,,1,0
mezlanbrandt,Brandt,Size,13,Color,Camel,,,mezlanbrandt-camel-13,,,1,0
mezlanbrandt,Brandt,Size,13,Color,Black,,,mezlanbrandt-black-13,,,1,0
mezlanbrandt,Brandt,Size,12,Color,Cognac,,,mezlanbrandt-cognac-12,,,1,0
mezlanbrandt,Brandt,Size,12,Color,Camel,,,mezlanbrandt-camel-12,,,1,0
mezlanbrandt,Brandt,Size,12,Color,Black,,,mezlanbrandt-black-12,,,1,0
mezlanbrandt,Brandt,Size,11.5,Color,Cognac,,,mezlanbrandt-cognac-11.5,,,1,0
mezlanbrandt,Brandt,Size,11.5,Color,Camel,,,mezlanbrandt-camel-11.5,,,1,0
mezlanbrandt,Brandt,Size,11.5,Color,Black,,,mezlanbrandt-black-11.5,,,1,0
mezlanbrandt,Brandt,Size,11,Color,Cognac,,,mezlanbrandt-cognac-11,,,1,0
mezlanbrandt,Brandt,Size,11,Color,Camel,,,mezlanbrandt-camel-11,,,1,0
mezlanbrandt,Brandt,Size,11,Color,Black,,,mezlanbrandt-black-11,,,1,0
mezlanbrandt,Brandt,Size,10.5,Color,Cognac,,,mezlanbrandt-cognac-10.5,,,1,0
mezlanbrandt,Brandt,Size,10.5,Color,Camel,,,mezlanbrandt-camel-10.5,,,1,0
mezlanbrandt,Brandt,Size,10.5,Color,Black,,,mezlanbrandt-black-10.5,,,1,0
mezlanbrandt,Brandt,Size,10,Color,Cognac,,,mezlanbrandt-cognac-10,,,1,0
mezlanbrandt,Brandt,Size,10,Color,Camel,,,mezlanbrandt-camel-10,,,1,0
mezlanbrandt,Brandt,Size,10,Color,Black,,,mezlanbrandt-black-10,,,1,0
mezlanbrandt,Brandt,Size,9.5,Color,Cognac,,,mezlanbrandt-cognac-9.5,,,1,0
mezlanbrandt,Brandt,Size,9.5,Color,Camel,,,mezlanbrandt-camel-9.5,,,1,0
mezlanbrandt,Brandt,Size,9.5,Color,Black,,,mezlanbrandt-black-9.5,,,1,0
mezlanbrandt,Brandt,Size,9,Color,Cognac,,,mezlanbrandt-cognac-9,,,1,0
mezlanbrandt,Brandt,Size,9,Color,Camel,,,mezlanbrandt-camel-9,,,1,0
mezlanbrandt,Brandt,Size,9,Color,Black,,,mezlanbrandt-black-9,,,1,0
mezlanbrandt,Brandt,Size,8.5,Color,Cognac,,,mezlanbrandt-cognac-8.5,,,1,0
mezlanbrandt,Brandt,Size,8.5,Color,Camel,,,mezlanbrandt-camel-8.5,,,1,0
mezlanbrandt,Brandt,Size,8.5,Color,Black,,,mezlanbrandt-black-8.5,,,1,0
mezlanbrandt,Brandt,Size,8,Color,Cognac,,,mezlanbrandt-cognac-8,,,1,0
mezlanbrandt,Brandt,Size,8,Color,Camel,,,mezlanbrandt-camel-8,,,1,0
mezlanbrandt,Brandt,Size,8,Color,Black,,,mezlanbrandt-black-8,,,1,0
mezlanpinto,Pinto,Size,13,Color,White,,,mezlanpinto-white-13,,,1,0
mezlanpinto,Pinto,Size,13,Color,Red,,,mezlanpinto-red-13,,,1,0
mezlanpinto,Pinto,Size,13,Color,Black,,,mezlanpinto-black-13,,,1,0
mezlanpinto,Pinto,Size,12,Color,White,,,mezlanpinto-white-12,,,1,0
mezlanpinto,Pinto,Size,12,Color,Red,,,mezlanpinto-red-12,,,1,0
mezlanpinto,Pinto,Size,12,Color,Black,,,mezlanpinto-black-12,,,1,0
mezlanpinto,Pinto,Size,11.5,Color,White,,,mezlanpinto-white-11.5,,,1,0
mezlanpinto,Pinto,Size,11.5,Color,Red,,,mezlanpinto-red-11.5,,,1,0
mezlanpinto,Pinto,Size,11.5,Color,Black,,,mezlanpinto-black-11.5,,,1,0
mezlanpinto,Pinto,Size,11,Color,White,,,mezlanpinto-white-11,,,1,0
mezlanpinto,Pinto,Size,11,Color,Red,,,mezlanpinto-red-11,,,1,0
mezlanpinto,Pinto,Size,11,Color,Black,,,mezlanpinto-black-11,,,1,0
mezlanpinto,Pinto,Size,10.5,Color,White,,,mezlanpinto-white-10.5,,,1,0
mezlanpinto,Pinto,Size,10.5,Color,Red,,,mezlanpinto-red-10.5,,,1,0
mezlanpinto,Pinto,Size,10.5,Color,Black,,,mezlanpinto-black-10.5,,,1,0
mezlanpinto,Pinto,Size,10,Color,White,,,mezlanpinto-white-10,,,1,0
mezlanpinto,Pinto,Size,10,Color,Red,,,mezlanpinto-red-10,,,1,0
mezlanpinto,Pinto,Size,10,Color,Black,,,mezlanpinto-black-10,,,1,0
mezlanpinto,Pinto,Size,9.5,Color,White,,,mezlanpinto-white-9.5,,,1,0
mezlanpinto,Pinto,Size,9.5,Color,Red,,,mezlanpinto-red-9.5,,,1,0
mezlanpinto,Pinto,Size,9.5,Color,Black,,,mezlanpinto-black-9.5,,,1,0
mezlanpinto,Pinto,Size,9,Color,White,,,mezlanpinto-white-9,,,1,0
mezlanpinto,Pinto,Size,9,Color,Red,,,mezlanpinto-red-9,,,1,0
mezlanpinto,Pinto,Size,9,Color,Black,,,mezlanpinto-black-9,,,1,0
mezlanpinto,Pinto,Size,8.5,Color,White,,,mezlanpinto-white-8.5,,,1,0
mezlanpinto,Pinto,Size,8.5,Color,Red,,,mezlanpinto-red-8.5,,,1,0
mezlanpinto,Pinto,Size,8.5,Color,Black,,,mezlanpinto-black-8.5,,,1,0
mezlanpinto,Pinto,Size,8,Color,White,,,mezlanpinto-white-8,,,1,0
mezlanpinto,Pinto,Size,8,Color,Red,,,mezlanpinto-red-8,,,1,0
mezlanpinto,Pinto,Size,8,Color,Black,,,mezlanpinto-black-8,,,1,0
mezlanhavi,Havi,Size,13,Color,Sport,,,mezlanhavi-sport-13,,,1,0
mezlanhavi,Havi,Size,13,Color,Black,,,mezlanhavi-black-13,,,1,0
mezlanhavi,Havi,Size,12,Color,Sport,,,mezlanhavi-sport-12,,,1,0
mezlanhavi,Havi,Size,12,Color,Black,,,mezlanhavi-black-12,,,1,0
mezlanhavi,Havi,Size,11,Color,Sport,,,mezlanhavi-sport-11,,,1,0
mezlanhavi,Havi,Size,11,Color,Black,,,mezlanhavi-black-11,,,1,0
mezlanhavi,Havi,Size,10.5,Color,Sport,,,mezlanhavi-sport-10.5,,,1,0
mezlanhavi,Havi,Size,10.5,Color,Black,,,mezlanhavi-black-10.5,,,1,0
mezlanhavi,Havi,Size,10,Color,Sport,,,mezlanhavi-sport-10,,,1,0
mezlanhavi,Havi,Size,10,Color,Black,,,mezlanhavi-black-10,,,1,0
mezlanhavi,Havi,Size,9.5,Color,Sport,,,mezlanhavi-sport-9.5,,,1,0
mezlanhavi,Havi,Size,9.5,Color,Black,,,mezlanhavi-black-9.5,,,1,0
mezlanhavi,Havi,Size,9,Color,Sport,,,mezlanhavi-sport-9,,,1,0
mezlanhavi,Havi,Size,9,Color,Black,,,mezlanhavi-black-9,,,1,0
mezlanhavi,Havi,Size,8.5,Color,Sport,,,mezlanhavi-sport-8.5,,,1,0
mezlanhavi,Havi,Size,8.5,Color,Black,,,mezlanhavi-black-8.5,,,1,0
mezlanhavi,Havi,Size,8,Color,Sport,,,mezlanhavi-sport-8,,,1,0
mezlanhavi,Havi,Size,8,Color,Black,,,mezlanhavi-black-8,,,1,0
mezlanhavi,Havi,Size,7.5,Color,Sport,,,mezlanhavi-sport-7.5,,,1,0
mezlanhavi,Havi,Size,7.5,Color,Black,,,mezlanhavi-black-7.5,,,1,0
mezlanhavi,Havi,Size,7,Color,Sport,,,mezlanhavi-sport-7,,,1,0
mezlanhavi,Havi,Size,7,Color,Black,,,mezlanhavi-black-7,,,1,0
mezlanpegaso,Pegaso,Size,14,Color,Honey,,,mezlanpegaso-honey-14,,,1,0
mezlanpegaso,Pegaso,Size,14,Color,Black,,,mezlanpegaso-black-14,,,1,0
mezlanpegaso,Pegaso,Size,13,Color,Honey,,,mezlanpegaso-honey-13,,,1,0
mezlanpegaso,Pegaso,Size,13,Color,Black,,,mezlanpegaso-black-13,,,1,0
mezlanpegaso,Pegaso,Size,12,Color,Honey,,,mezlanpegaso-honey-12,,,1,0
mezlanpegaso,Pegaso,Size,12,Color,Black,,,mezlanpegaso-black-12,,,1,0
mezlanpegaso,Pegaso,Size,11.5,Color,Honey,,,mezlanpegaso-honey-11.5,,,1,0
mezlanpegaso,Pegaso,Size,11.5,Color,Black,,,mezlanpegaso-black-11.5,,,1,0
mezlanpegaso,Pegaso,Size,11,Color,Honey,,,mezlanpegaso-honey-11,,,1,0
mezlanpegaso,Pegaso,Size,11,Color,Black,,,mezlanpegaso-black-11,,,1,0
mezlanpegaso,Pegaso,Size,10.5,Color,Honey,,,mezlanpegaso-honey-10.5,,,1,0
mezlanpegaso,Pegaso,Size,10.5,Color,Black,,,mezlanpegaso-black-10.5,,,1,0
mezlanpegaso,Pegaso,Size,10,Color,Honey,,,mezlanpegaso-honey-10,,,1,0
mezlanpegaso,Pegaso,Size,10,Color,Black,,,mezlanpegaso-black-10,,,1,0
mezlanpegaso,Pegaso,Size,9.5,Color,Honey,,,mezlanpegaso-honey-9.5,,,1,0
mezlanpegaso,Pegaso,Size,9.5,Color,Black,,,mezlanpegaso-black-9.5,,,1,0
mezlanpegaso,Pegaso,Size,9,Color,Honey,,,mezlanpegaso-honey-9,,,1,0
mezlanpegaso,Pegaso,Size,9,Color,Black,,,mezlanpegaso-black-9,,,1,0
mezlanpegaso,Pegaso,Size,8.5,Color,Honey,,,mezlanpegaso-honey-8.5,,,1,0
mezlanpegaso,Pegaso,Size,8.5,Color,Black,,,mezlanpegaso-black-8.5,,,1,0
mezlanpegaso,Pegaso,Size,8,Color,Honey,,,mezlanpegaso-honey-8,,,1,0
mezlanpegaso,Pegaso,Size,8,Color,Black,,,mezlanpegaso-black-8,,,1,0
mezlanvesta,Vesta,Size,14,Color,Brown,,,mezlanvesta-brown-14,,,1,0
mezlanvesta,Vesta,Size,14,Color,Black,,,mezlanvesta-black-14,,,1,0
mezlanvesta,Vesta,Size,13,Color,Brown,,,mezlanvesta-brown-13,,,1,0
mezlanvesta,Vesta,Size,13,Color,Black,,,mezlanvesta-black-13,,,1,0
mezlanvesta,Vesta,Size,12,Color,Brown,,,mezlanvesta-brown-12,,,1,0
mezlanvesta,Vesta,Size,12,Color,Black,,,mezlanvesta-black-12,,,1,0
mezlanvesta,Vesta,Size,11.5,Color,Brown,,,mezlanvesta-brown-11.5,,,1,0
mezlanvesta,Vesta,Size,11.5,Color,Black,,,mezlanvesta-black-11.5,,,1,0
mezlanvesta,Vesta,Size,11,Color,Brown,,,mezlanvesta-brown-11,,,1,0
mezlanvesta,Vesta,Size,11,Color,Black,,,mezlanvesta-black-11,,,1,0
mezlanvesta,Vesta,Size,10.5,Color,Brown,,,mezlanvesta-brown-10.5,,,1,0
mezlanvesta,Vesta,Size,10.5,Color,Black,,,mezlanvesta-black-10.5,,,1,0
mezlanvesta,Vesta,Size,10,Color,Brown,,,mezlanvesta-brown-10,,,1,0
mezlanvesta,Vesta,Size,10,Color,Black,,,mezlanvesta-black-10,,,1,0
mezlanvesta,Vesta,Size,9.5,Color,Brown,,,mezlanvesta-brown-9.5,,,1,0
mezlanvesta,Vesta,Size,9.5,Color,Black,,,mezlanvesta-black-9.5,,,1,0
mezlanvesta,Vesta,Size,9,Color,Brown,,,mezlanvesta-brown-9,,,1,0
mezlanvesta,Vesta,Size,9,Color,Black,,,mezlanvesta-black-9,,,1,0
mezlansexto,Sexto,Size,14,Color,Black,,,mezlansexto-black-14,,,1,0
mezlansexto,Sexto,Size,13,Color,Black,,,mezlansexto-black-13,,,1,0
mezlansexto,Sexto,Size,12,Color,Black,,,mezlansexto-black-12,,,1,0
mezlansexto,Sexto,Size,11.5,Color,Black,,,mezlansexto-black-11.5,,,1,0
mezlansexto,Sexto,Size,11,Color,Black,,,mezlansexto-black-11,,,1,0
mezlansexto,Sexto,Size,10.5,Color,Black,,,mezlansexto-black-10.5,,,1,0
mezlansexto,Sexto,Size,10,Color,Black,,,mezlansexto-black-10,,,1,0
mezlansexto,Sexto,Size,9.5,Color,Black,,,mezlansexto-black-9.5,,,1,0
mezlansexto,Sexto,Size,9,Color,Black,,,mezlansexto-black-9,,,1,0
mezlansexto,Sexto,Size,8,Color,Black,,,mezlansexto-black-8,,,1,0
mezlanbixby,Bixby,Size,14,Color,Brown,,,mezlanbixby-brown-14,,,1,0
mezlanbixby,Bixby,Size,14,Color,Black,,,mezlanbixby-black-14,,,1,0
mezlanbixby,Bixby,Size,11.5,Color,Brown,,,mezlanbixby-brown-11.5,,,1,0
mezlanbixby,Bixby,Size,11.5,Color,Black,,,mezlanbixby-black-11.5,,,1,0
mezlanbixby,Bixby,Size,10,Color,Brown,,,mezlanbixby-brown-10,,,1,0
mezlanbixby,Bixby,Size,10,Color,Black,,,mezlanbixby-black-10,,,1,0
mezlanbixby,Bixby,Size,9.5,Color,Brown,,,mezlanbixby-brown-9.5,,,1,0
mezlanbixby,Bixby,Size,9.5,Color,Black,,,mezlanbixby-black-9.5,,,1,0
mezlanbixby,Bixby,Size,9,Color,Brown,,,mezlanbixby-brown-9,,,1,0
mezlanbixby,Bixby,Size,9,Color,Black,,,mezlanbixby-black-9,,,1,0
mezlanplazza,Plazza,Size,13,Color,Grey,,,mezlanplazza-grey-13,,,1,0
mezlanplazza,Plazza,Size,13,Color,Cognac,,,mezlanplazza-cognac-13,,,1,0
mezlanplazza,Plazza,Size,13,Color,Blue,,,mezlanplazza-blue-13,,,1,0
mezlanplazza,Plazza,Size,12,Color,Grey,,,mezlanplazza-grey-12,,,1,0
mezlanplazza,Plazza,Size,12,Color,Cognac,,,mezlanplazza-cognac-12,,,1,0
mezlanplazza,Plazza,Size,12,Color,Blue,,,mezlanplazza-blue-12,,,1,0
mezlanplazza,Plazza,Size,11.5,Color,Grey,,,mezlanplazza-grey-11.5,,,1,0
mezlanplazza,Plazza,Size,11.5,Color,Cognac,,,mezlanplazza-cognac-11.5,,,1,0
mezlanplazza,Plazza,Size,11.5,Color,Blue,,,mezlanplazza-blue-11.5,,,1,0
mezlanplazza,Plazza,Size,11,Color,Grey,,,mezlanplazza-grey-11,,,1,0
mezlanplazza,Plazza,Size,11,Color,Cognac,,,mezlanplazza-cognac-11,,,1,0
mezlanplazza,Plazza,Size,11,Color,Blue,,,mezlanplazza-blue-11,,,1,0
mezlanplazza,Plazza,Size,10.5,Color,Grey,,,mezlanplazza-grey-10.5,,,1,0
mezlanplazza,Plazza,Size,10.5,Color,Cognac,,,mezlanplazza-cognac-10.5,,,1,0
mezlanplazza,Plazza,Size,10.5,Color,Blue,,,mezlanplazza-blue-10.5,,,1,0
mezlanplazza,Plazza,Size,10,Color,Grey,,,mezlanplazza-grey-10,,,1,0
mezlanplazza,Plazza,Size,10,Color,Cognac,,,mezlanplazza-cognac-10,,,1,0
mezlanplazza,Plazza,Size,10,Color,Blue,,,mezlanplazza-blue-10,,,1,0
mezlanplazza,Plazza,Size,9.5,Color,Grey,,,mezlanplazza-grey-9.5,,,1,0
mezlanplazza,Plazza,Size,9.5,Color,Cognac,,,mezlanplazza-cognac-9.5,,,1,0
mezlanplazza,Plazza,Size,9.5,Color,Blue,,,mezlanplazza-blue-9.5,,,1,0
mezlanplazza,Plazza,Size,9,Color,Grey,,,mezlanplazza-grey-9,,,1,0
mezlanplazza,Plazza,Size,9,Color,Cognac,,,mezlanplazza-cognac-9,,,1,0
mezlanplazza,Plazza,Size,9,Color,Blue,,,mezlanplazza-blue-9,,,1,0
mezlanplazza,Plazza,Size,8.5,Color,Grey,,,mezlanplazza-grey-8.5,,,1,0
mezlanplazza,Plazza,Size,8.5,Color,Cognac,,,mezlanplazza-cognac-8.5,,,1,0
mezlanplazza,Plazza,Size,8.5,Color,Blue,,,mezlanplazza-blue-8.5,,,1,0
mezlanplazza,Plazza,Size,8,Color,Grey,,,mezlanplazza-grey-8,,,1,0
mezlanplazza,Plazza,Size,8,Color,Cognac,,,mezlanplazza-cognac-8,,,1,0
mezlanplazza,Plazza,Size,8,Color,Blue,,,mezlanplazza-blue-8,,,1,0
mezlandamon,Damon,Size,13,Color,Black,,,mezlandamon-black-13,,,1,0
mezlandamon,Damon,Size,12,Color,Black,,,mezlandamon-black-12,,,1,0
